name	x	y	z	size	manufacturer	material
X'1	-0.026	0.03148	0.06062	7.5	Dixi Medical	PtIr
X'2	-0.02931	0.03148	0.06166	7.5	Dixi Medical	PtIr
X'4	-0.03605	0.03131	0.06413	7.5	Dixi Medical	PtIr
X'5	-0.0394	0.03132	0.06493	7.5	Dixi Medical	PtIr
X'8	-0.04917	0.03141	0.06826	7.5	Dixi Medical	PtIr
X'9	-0.0528	0.03141	0.06951	7.5	Dixi Medical	PtIr
