name	x	y	z	size	manufacturer	material
X'1	-0.02965	0.01891	0.00335	7.5	Dixi Medical	PtIr
X'2	-0.03322	0.01922	0.00409	7.5	Dixi Medical	PtIr
X'4	-0.04063	0.01981	0.00654	7.5	Dixi Medical	PtIr
X'5	-0.0444	0.0204	0.00754	7.5	Dixi Medical	PtIr
X'8	-0.05415	0.02271	0.01273	7.5	Dixi Medical	PtIr
X'9	-0.05738	0.02285	0.01457	7.5	Dixi Medical	PtIr
