name	x	y	z	size	manufacturer	material
X'1	-0.02866	0.022	0.02411	7.5	Dixi Medical	PtIr
X'2	-0.03197	0.022	0.02515	7.5	Dixi Medical	PtIr
X'4	-0.03871	0.02183	0.02762	7.5	Dixi Medical	PtIr
X'5	-0.04206	0.02184	0.02842	7.5	Dixi Medical	PtIr
X'8	-0.05183	0.02193	0.03175	7.5	Dixi Medical	PtIr
X'9	-0.05546	0.02193	0.033	7.5	Dixi Medical	PtIr
