name	x	y	z	size	manufacturer	material
B11	0.05279	-0.0047	-0.02791	7.5	Dixi Medical	PtIr
B12	0.05685	-0.00391	-0.02696	7.5	Dixi Medical	PtIr
B'13	-0.06304	-0.01929	-0.01772	7.5	Dixi Medical	PtIr
B'14	-0.06676	-0.01986	-0.01763	7.5	Dixi Medical	PtIr
Q2	0.00613	-0.04291	0.03197	7.5	Dixi Medical	PtIr
Q3	0.00982	-0.04258	0.03217	7.5	Dixi Medical	PtIr
Q16	0.06122	-0.04322	0.03188	7.5	Dixi Medical	PtIr
Q17	0.06483	-0.04285	0.0318	7.5	Dixi Medical	PtIr
