name	x	y	z	size	manufacturer	material
E'2	-0.0193	-0.05521	-0.00769	7.5	Dixi Medical	PtIr
E'3	-0.02324	-0.05579	-0.00792	7.5	Dixi Medical	PtIr
E'11	-0.05463	-0.05709	-0.01225	7.5	Dixi Medical	PtIr
E'12	-0.05814	-0.05754	-0.01224	7.5	Dixi Medical	PtIr
Z'4	-0.02676	-0.0358	-0.01376	7.5	Dixi Medical	PtIr
Z'5	-0.03058	-0.03677	-0.01269	7.5	Dixi Medical	PtIr
Z'13	-0.05884	-0.04438	-0.00197	7.5	Dixi Medical	PtIr
Z'14	-0.06241	-0.04531	-0.00102	7.5	Dixi Medical	PtIr
