name	x	y	z	size	manufacturer	material
E'2	-0.02128	-0.03625	0.03266	7.5	Dixi Medical	PtIr
E'3	-0.0249	-0.03686	0.03221	7.5	Dixi Medical	PtIr
E'11	-0.05247	-0.03874	0.02811	7.5	Dixi Medical	PtIr
E'12	-0.05581	-0.03888	0.02811	7.5	Dixi Medical	PtIr
Z'4	-0.02431	-0.0188	0.0268	7.5	Dixi Medical	PtIr
Z'5	-0.0277	-0.01961	0.02787	7.5	Dixi Medical	PtIr
Z'13	-0.05444	-0.02462	0.03631	7.5	Dixi Medical	PtIr
Z'14	-0.05759	-0.02544	0.03697	7.5	Dixi Medical	PtIr
