mle,mse,auc,training_time,experiment_name,disabled_constraints,n_disabled,n_valid_samples,final_train_loss,final_val_loss,n_epochs,config_id,mle_std,auc_std,repeats,mse_std,training_time_std,n_epochs_std,final_train_loss_std,final_val_loss_std
5.18,0.0,0.9626,0.0,Config_A,[],0,100.0,0.0,0.0,1000.0,A,0.81,0.0086,1,,,,,
7.498185360621116,4.63057049401562e-18,0.951,490.06297340393064,Config_B,"['poisson_equation', 'neumann_boundary', 'reference_electrode']",3,,-0.21154605448246003,-0.19161818027496338,229.2,B,0.48893369379000684,0.007341661937191071,5,6.808182176660495e-20,116.46623617155623,55.409385486576184,0.02378794339059668,0.02182841193300391
7.12507863311734,4.596947258997938e-18,0.9496400000000002,469.26796288490294,Config_C,"['dirichlet_boundary', 'robin_boundary']",2,,-0.2072119891643524,-0.19925830960273744,222.2,C,0.7891104043828233,0.004733708905287677,5,3.0813676407724206e-20,87.66228389167516,42.452326202459155,0.014339961885308441,0.011029949553113276
7.482105209238101,4.6022841277360785e-18,0.9496800000000001,441.9351861476898,Config_D,"['dirichlet_boundary', 'robin_boundary']",2,,-0.2056632846593857,-0.19440595507621766,209.0,D,0.3122915982054988,0.006685207551003972,5,5.099692639924462e-20,62.41691827451101,30.306764921383476,0.01574092383728194,0.012100856543704125
7.38163827902776,4.617221525045055e-18,0.9499600000000001,469.2272668361664,Config_E,"['poisson_equation', 'dirichlet_boundary', 'neumann_boundary', 'reference_electrode', 'robin_boundary']",5,,-0.20847310721874238,-0.19515540897846223,225.8,E,0.767365688636144,0.005855595614452918,5,2.1104480338068936e-19,98.77615128554807,49.64070910049533,0.021347139805109015,0.014928753302206985
